track_name,artist_name,PCA_1,PCA_2,popularity
Walk In,Ygg Tay,-0.8572613331244249,0.3204190005580877,13
Workin',Hi-Tone,-1.4466740118893673,-1.7344112543304124,12
Distant Worlds,Jack-o-Lantern,0.11200862974753194,1.1056553954534196,10
Ludions: IV. Air du poète,Erik Satie,3.463512843893955,-0.8991182506051242,10
Me Juraste Ayer,Julio Jaramillo,0.05683535499147779,-0.7148131983222884,10
Still Blessed (feat. Louie V Gutta),Mistah F.A.B.,-0.5179286640422246,-0.6927468770555176,10
Quick,Beatking,-0.6505947483931652,-1.4602743347382445,9
Baby,JHORMAN VELEZ,-1.0593718911952426,1.3577785248628678,9
Trust - Float and Follow Remix,Jeremy James Whitaker,0.031623088196462125,1.4835446484210577,8
Wait On You (feat. Haley Hunt) - Instrumental,Deraj,0.5438402718027253,-0.7780994856536392,8
Energy Stream,Dominic Pierce,-0.7588085110142785,-0.7828392279981428,7
Mars,Casey Malanuk,-0.16513330306153903,-1.4368451756699185,7
The Single-minded 외골수,Ubermensch,1.3146479576877832,-0.44604894328352496,6
You Can't Judge A Book By The Cover / You Can't Catch Me,Elise LeGrow,-1.3944222131903559,-0.04910671346238021,6
Be Thou My Vision,Michael Dulin,4.177937966822256,-0.5893987873499468,6
Accident,Lil' Flip,-1.0213908257448956,-0.07050418621124924,6
How Many More,Heather Maloney,1.690451134968049,-0.4257063680206479,5
"Don Giovanni, K. 527, Act II: Ah taci, ingiusto core! (Live)",Wolfgang Amadeus Mozart,3.159081763093191,0.6456183282638703,5
BAG,Jeff Cabreja,-0.36014575429515083,-0.6631843976228533,4
"Goldberg Variations, BWV 988 (Arr. for Accordion): Var. 21, Canone alla settima",Johann Sebastian Bach,4.337409721556134,-0.2231859010830702,3
"Prelude & Fugue for Organ in A Minor, BWV 543: II. Fugue",Johann Sebastian Bach,5.094560573469492,0.6480997249376915,3
DEADBOYS,KESHORE,-1.0125507635670057,-1.3044470901883878,2
London Bridge,Nursery Rhymes ABC,0.9531109509871378,-0.1279270595175889,2
Boywhore Shawn,Grant Macdonald,-0.5190564160250467,1.856569452911217,0
Hands Up (Instrumental) [Remastered],Trap Nation,-0.7908141940282638,-0.40153987937818164,0
Good People [Studio Demo] - Acoustic,Mutant Daisies,2.8042974166859658,-0.2070905057045604,0
Everything That I Left,Midnight Gallery,-0.9330747197185132,1.21511172854906,0
Reflections,Thomas Mattia,-0.2751360070891092,0.43957473677234365,0
D to the S (feat. Poody),GlokkNine,-0.6651681574635184,-2.0537850696255235,0
"Sonata for Flute and Basso continuo in E Minor, BWV 1034 (Transp. to G Minor): IV. Allegro",Johann Sebastian Bach,2.0249321430674567,-1.528688130142731,0
